alim_grp_nom_fr,alim_code,alim_nom_fr,Energie (kcal/100g),Protéines (g/100g),Glucides (g/100g),Lipides (g/100g),Sucres (g/100g),Fibres alimentaires (g/100g),AG saturés (g/100g),Cholestérol (mg/100g),Sel chlorure de sodium (g/100g),Calcium (mg/100g),Fer (mg/100g),Magnésium (mg/100g),Potassium (mg/100g),Zinc (mg/100g),Vitamine D (µg/100g),Vitamine E (mg/100g),Vitamine C (mg/100g)
viandes cuites,21508,"Agneau, collier, braisé ou bouilli",365,"33,6",traces,"25,6",0,0,-,93,-,-,"0,66",-,-,"7,14",-,"0,36",-
viandes cuites,21509,"Agneau, côte filet, grillée/poêlée",157,"26,3",traces,"5,78",0,0,"2,21",86,-,-,"1,27",-,-,"3,55",-,"0,16",-
viandes cuites,21512,"Agneau, côte première, grillée/poêlée",185,"26,1",0,"9,01",0,0,"3,67",90,"0,18",22,"1,27",20,271,"3,43",-,"0,1",0
viandes cuites,21513,"Agneau, selle, partie maigre, rôtie/cuite au four",153,"26,1",0,"5,45",0,0,"2,01",91,"0,16",18,"1,21",23,246,"3,67","0,1","0,11",0
viandes cuites,21518,"Agneau, gigot, grillé/poêlé",174,"27,6",traces,"7,08",0,0,"2,63",-,-,-,"1,51",-,-,"4,15",-,-,-
viandes cuites,21519,"Agneau, gigot, braisé",222,"35,2",traces,"9,03",0,0,"3,46",-,-,-,"0,97",-,-,"5,28",-,-,-
viandes cuites,21520,"Agneau, selle, partie maigre, grillée/poêlée",153,"26,1",traces,"5,45",0,0,"2,05",-,-,-,"1,28",-,-,"3,67",-,-,-
viandes cuites,21522,"Agneau, côte ou côtelette, cuite (aliment moyen)",157,"26,3",0,"5,78",0,0,"2,21",86,,,"1,27",,,"3,55",,"0,16",
viandes cuites,21523,"Agneau, viande, cuite (aliment moyen)",209,"28,3","0,012","10,7",0,0,"3,67",,,,"1,73",,,"4,9",,,
viandes cuites,21524,"Agneau, côte ou côtelette, grillée/poêlée (aliment moyen)",157,"26,3",0,"5,78",0,0,"2,21",86,,,"1,27",,,"3,55",,"0,16",
viandes cuites,14000,"Chevreuil, rôti/cuit au four",150,"30,2",0,"3,19",0,0,"1,25",112,"0,15",7,"4,47",24,335,"2,75",-,-,0
viandes cuites,14003,"Sanglier, rôti/cuit au four",153,"28,3",0,"4,38",0,0,"1,3",77,"0,15",16,"1,12",27,396,"3,01",0,"0,38",0
viandes cuites,14007,"Cerf, rôti/cuit au four",150,"30,2",0,"3,19",0,0,"1,25",112,"0,14",7,"4,47",24,335,"2,75",-,-,0
viandes cuites,14008,"Gibier à poil, cuit (aliment moyen)",152,"29,6",0,"3,72",0,0,"1,26",98,"0,14","11,7","3,07","25,8",362,"2,83",,,0
viandes cuites,36402,"Faisan, viande, rôtie/cuite au four",239,"32,4",0,"12,1",0,0,"3,91",89,"0,18",16,"1,43",22,271,"1,37","0,2","0,27","2,3"
viandes cuites,36603,"Gibier à plumes, viande, cuit (aliment moyen)",218,"25,1",0,13,0,0,"3,25",109,"0,73","6,79","4,2","31,4",369,"2,11","0,55","0,54","2,08"
viandes cuites,6902,"Cheval, viande, rôtie/cuite au four",138,28,0,"2,85",0,0,"2,41","83,6","0,1","4,8","3,4","28,1",333,"3,1","< 0,5","1,15",< 1
viandes cuites,6906,"Cheval, tende de tranche, grillée/poêlée",135,"27,9",traces,"2,58",0,0,"0,77",-,-,-,"3,99",-,-,"3,32",-,-,-
viandes cuites,6907,"Cheval, faux-filet, grillé/poêlé",163,"26,6",traces,"6,27",0,0,"2,1",-,-,-,"3,3",-,-,"2,25",-,-,-
viandes cuites,6908,"Cheval, entrecôte, grillée/poêlée",169,"28,2",traces,"6,24",0,0,"1,99",-,-,-,"3,38",-,-,"3,18",-,-,-
viandes cuites,6909,"Cheval, faux-filet, rôti/cuit au four",173,"28,3",traces,"6,68",0,0,"2,23",-,-,-,"3,3",-,-,"2,4",-,-,-
viandes cuites,6910,"Cheval, tende de tranche, rôtie/cuite au four",144,"29,7",traces,"2,75",0,0,"0,82",-,-,-,"3,99",-,-,"3,53",-,-,-
viandes cuites,21801,"Chevreau, cuit",136,"27,1",0,"3,03",0,0,"0,93",75,"0,22",17,"3,73",-,405,"5,27",0,"0,34",0
viandes cuites,34000,"Lapin, viande braisée",197,"30,4",0,"8,41",0,0,"2,73",86,"0,093",20,"2,37",20,300,"2,37",0,"0,44",0
viandes cuites,34002,"Lapin, viande cuite",167,"20,5","0,5","9,2",0,0,"3,42","75,9","0,16","13,5","2,27","21,8",340,"1,79",-,"1,22",0
viandes cuites,34004,"Lapin de garenne, viande, cuite",164,33,0,"3,51",0,0,"1,05",123,"0,11",18,"4,85",31,343,"2,38",0,"0,41",0
viandes cuites,36051,"Chapon, viande et peau, rôti/cuit au four",221,29,0,"11,7",0,0,"3,26",86,"0,12",14,"1,49",24,255,"1,74",-,-,0
viandes cuites,36102,"Caille, viande et peau, cuite",206,"26,8",0,"10,9",0,0,"3,06",86,"0,13",15,"4,43",22,216,"3,1","0,2","0,7","2,3"
viandes cuites,36200,"Canard, viande et peau, rôti/cuit au four",331,19,0,"28,4",0,0,"9,67",84,"0,15",11,"2,7",16,204,"1,86","0,1","0,7",0
viandes cuites,36202,"Canard, viande, rôtie/cuite au four",194,"23,3",0,"11,2",0,0,"3,48",119,"0,39","6,78","3,35","35,8",392,"1,92","0,1","0,7",0
viandes cuites,36205,"Canard, magret, grillé/poêlé",222,"26,7",traces,"12,8",0,0,"2,46",106,"1,09",5,"4,8","31,2",390,"2,1","0,93","0,46","3,5"
viandes cuites,36502,"Oie, viande, rôtie/cuite au four",230,29,0,"12,7",0,0,-,96,"0,25",14,"2,87",25,388,"3,17","0,1",-,0
viandes cuites,36503,"Oie, viande et peau, rôtie/cuite au four",298,"25,2",0,"21,9",0,0,"6,87",91,"0,18",13,"2,83",22,329,"2,62","0,1","1,74",0
viandes cuites,36602,"Pigeon, viande, rôtie/cuite au four",213,"23,9",0,13,0,0,"3,74",116,"0,14",17,"5,91",26,256,"3,83","0,2","0,06","2,9"
viandes cuites,36801,"Autruche, viande cuite",168,"26,2",0,"7,07",0,0,-,83,"0,2",8,"3,43",23,323,"4,33","0,1","0,24",0
viandes cuites,40003,"Cervelle, agneau, cuite",142,"12,6","0,19","10,2",-,0,"2,6",2040,"0,34",12,"1,68",14,205,"1,36",-,-,12
viandes cuites,40004,"Cervelle, porc, braisée",174,"12,4","< 0,05","13,8",-,0,"3,14",2430,"0,33",14,"1,5",15,230,"1,2","< 0,5","0,68",14
viandes cuites,40007,"Cervelle, veau, cuite",141,"11,5","2,05","9,63",-,0,"2,18",3100,"0,39",16,"1,67",16,214,"1,61",-,-,13
viandes cuites,40053,"Coeur, boeuf, cuit",133,23,"0,15","4,5",0,0,"1,81",142,"0,2",5,"6,7",21,219,"2,3","0,1","0,29",-
viandes cuites,40056,"Coeur, poulet, cuit",177,"26,4","0,1","7,92",-,0,"2,26",242,"0,12",19,"9,03",20,132,"7,3",-,-,"1,8"
viandes cuites,40057,"Coeur, dinde, cuit",167,"24,9",0,"7,52",0,0,"1,9",359,"0,35",21,"6,96",28,203,"4,6",0,"0,13",-
viandes cuites,40059,"Coeur, agneau, cuit",179,25,"1,93","7,91",-,0,"3,14",249,"0,16",14,"5,52",24,188,"3,68",-,-,7
viandes cuites,40103,"Foie, agneau, cuit",163,23,"4,58","5,8",-,0,"1,81",235,"0,22","8,5","4,1","22,5",287,"4,7","0,51","0,38","17,6"
viandes cuites,40105,"Foie, génisse, cuit",165,"26,3","2,2","5,71",0,0,"1,69",204,"0,21","6,14","5,8","17,8",351,"3,82","0,51","0,46",20
viandes cuites,40107,"Foie, veau, cuit",137,"17,8","9,72","3,02",0,0,"0,98",288,"0,21","6,5","4,5","21,5",341,"4,6","2,52","0,64","13,2"
viandes cuites,40113,"Foie, porc, cuit",159,26,"3,76","4,4",-,0,"1,41",355,"0,12",10,"17,9",14,150,"6,72",-,-,"23,6"
viandes cuites,40116,"Foie, poulet, cuit",160,"24,5","0,87","6,51",0,0,"2,06",563,"0,19",11,"11,6",25,263,"3,98",0,"0,82","27,9"
viandes cuites,40118,"Foie, dinde, cuit",182,27,0,"8,18",0,0,"2,3",648,"0,25",19,"1,79",26,153,"4,53",-,"0,15","22,6"
viandes cuites,40201,"Langue, veau, cuite",239,21,"0,55",17,-,0,"4,83",162,"0,16",9,"2,6",18,162,"3,8",-,"1,1",6
viandes cuites,40203,"Langue, boeuf, cuite",236,"23,7","0,22","15,6",0,0,"6,05",145,"0,19","14,5","3,5","9,44",184,"2,2","0,4","0,3","1,3"
viandes cuites,40303,"Ris, agneau, cuit",228,"22,8","0,25","15,1",-,0,"6,84",400,"0,13",12,"2,12",19,291,"2,68",-,-,20
viandes cuites,40305,"Ris, veau, braisé ou sauté/poêlé",149,21,"3,11","5,8",0,0,"1,65",275,"0,16",4,"0,5",24,435,1,0,"0,09","39,4"
viandes cuites,40401,"Rognon, cuit (aliment moyen)",163,"26,5","0,37","6,23",0,0,"1,36",451,"0,23",17,"8,1",14,138,"3,45","0,73","0,08",
viandes cuites,40403,"Rognon, boeuf, cuit",171,27,0,7,0,0,"1,29",436,"0,24",19,"9,5",12,135,"3,1","1,1","0,08",-
viandes cuites,40405,"Rognon, porc, cuit",148,"25,4","1,1","4,7",-,0,"1,51",480,"0,2",13,"5,29",18,143,"4,15",0,-,"10,6"
viandes cuites,40406,"Rognon, agneau, braisé",139,"23,7","2,97","3,62",0,0,"1,23",565,"0,38",18,"12,4",20,178,"3,8",0,"0,41",12
viandes cuites,40408,"Rognon, veau, braisé ou sauté/poêlé",167,26,0,7,0,0,"2,14",396,"0,28",-,5,-,-,"4,9",0,"1,2",-
viandes cuites,40701,"Gésier, canard, confit, appertisé",149,"32,4",0,"2,1","< 0,2",< 1,"0,7",355,"1,92","8,5","9,4","18,3",214,6,"< 0,5","0,12",< 1
viandes crues,6001,"Boeuf, côte, crue",147,"20,5",0,"7,28",0,0,"3,67",-,"0,12","9,5","2,15",18,355,-,-,-,0
viandes crues,6002,"Boeuf, épaule, crue",168,"20,4",0,"9,64",0,0,"4,02",65,"0,17","7,38","2,29","22,5",342,"5,46","0,55","0,32",0
viandes crues,6102,"Boeuf, gîte à la noix, cru",148,"21,3",0,"7,05",0,0,"2,72",68,"0,14","10,3","1,85",22,334,"4,16","0,4","0,29",0
viandes crues,6103,"Boeuf, entrecôte, crue",231,"19,4",0,"17,1",0,0,"8,07",69,"0,075","5,44","2,21","19,5",270,"4,25","0,45","0,66",0
viandes crues,6111,"Boeuf, faux-filet, cru",152,"22,3","0,6","6,74",0,0,-,"67,3","0,082","9,28","2,26","21,3",318,"3,26","0,55","0,37",0
viandes crues,6112,"Boeuf, faux-filet, label rouge, cru",121,"24,1",traces,"2,8",0,0,-,-,-,-,-,-,-,-,-,-,-
viandes crues,6122,"Boeuf, plat de côtes, cru",287,"18,4",0,"23,7",0,0,"10,6",76,"0,12",9,"1,9",14,232,"3,08",-,-,0
viandes crues,6130,"Boeuf, hampe, crue",154,19,0,"8,63",0,0,"3,91",71,"0,15",6,"3,68",19,242,"4,51","0,1","0,15",0
viandes crues,6140,"Boeuf, joue, crue",136,"22,3","0,4","5,02",0,0,"1,81",-,"0,18",-,"3,18",-,-,"2,7",-,-,-
viandes crues,6150,"Boeuf, jarret, cru",122,"20,9",0,"4,25",0,0,"1,22",59,"0,14",5,"1,96",24,363,"5,32",-,"0,21",0
viandes crues,6160,"Boeuf, tende de tranche, crue",116,"23,1","0,57","2,34",0,0,"0,8","61,5","0,078","7,93","2,75",17,329,"3,46","0,4","0,23",0
viandes crues,6201,"Boeuf, steak ou bifteck, cru",223,"19,2",0,"16,2",0,0,"6,75",67,"0,15",6,"1,93","19,8",307,"4,03","0,6","0,48",0
viandes crues,6202,"Boeuf, boule de macreuse, crue",118,"21,8",0,"3,36",0,0,"1,23",59,"0,097","4,95","2,86",22,354,"4,59",-,"0,13",0
viandes crues,6204,"Boeuf, onglet, cru",139,20,0,"6,6",0,0,"2,46",-,"0,13",-,-,-,-,-,-,-,-
viandes crues,6206,"Boeuf, rumsteck, cru",114,"22,5","0,4","2,5",0,0,"0,78",63,"0,13","7,33","2,48","16,5",326,"3,54","0,5","0,29",0
viandes crues,6212,"Boeuf, bavette d'aloyau, crue",133,"20,4",0,"5,67",0,0,"2,2",65,"0,085","14,2","3,31",22,328,"6,8",-,"0,31",0
viandes crues,6231,"Boeuf, à bourguignon ou pot-au-feu, cru",164,24,0,"7,5",0,0,"2,7",-,"0,1",18,"2,1",-,-,-,-,-,-
viandes crues,6250,"Bœuf, steak haché 5% MG, cru",130,"21,9","0,3","4,59",0,0,"1,64",62,"0,097",7,"2,65",22,353,"4,54","0,25","0,2",0
viandes crues,6252,"Bœuf, steak haché 10% MG, cru",171,20,"< 0,05","10,1",0,0,"2,88",65,"0,16",12,"2,24",20,321,"4,79","0,1","0,17",0
viandes crues,6254,"Bœuf, steak haché 15% MG, cru",209,"20,2","0,47","14,1",0,0,"5,71",67,"0,1","9,33","2,64",20,302,"4,8","0,35","0,26",1
viandes crues,6256,"Bœuf, steak haché 20% MG, cru",249,"17,3",0,20,0,0,"7,99",71,"0,16","12,7","1,94",17,270,"4,18","0,1","0,17",0
viandes crues,6270,"Boeuf, paleron, cru",144,"21,2",0,"6,54",0,0,"2,59",67,"0,12","7,45","2,5",25,343,"5,51","0,1","0,2",0
viandes crues,6510,"Veau, côte, crue",189,"18,3",0,"12,9",0,0,"4,84",82,"0,11","11,5","1,26",22,290,"4,29",-,"0,21",0
viandes crues,6513,"Veau, carré, cru",145,"19,5","0,4","7,25",0,0,"3,18",82,"0,22","15,3","1,45",25,327,"3,2",0,"0,27",0
viandes crues,6521,"Veau, escalope, crue",108,"20,7","0,58","2,6",0,0,"0,6",-,"0,097",10,2,21,380,"2,56",-,"0,15",-
viandes crues,6522,"Veau, noix, crue",111,"21,8",0,"2,58",0,0,"0,79",78,"0,19",9,"0,92",26,367,"2,64",0,"0,3",0
viandes crues,6530,"Veau, filet, cru",95,"20,6",0,"1,4",0,0,"0,5",-,"0,24",12,2,-,-,-,-,-,-
viandes crues,6535,"Veau, steak haché 20% MG, cru",243,"16,7","0,4","19,5",0,0,"8,5",-,"0,19",11,"0,84",-,-,-,-,-,-
viandes crues,6536,"Veau, steak haché 15% MG, cru",208,"18,2",traces,15,0,0,"6,2",-,"0,17",-,-,-,-,-,-,-,-
viandes crues,6540,"Veau, poitrine, crue",176,"18,7",0,"11,2",0,0,"3,1",71,"0,22",8,"1,22",18,286,"2,33",-,-,-
viandes crues,6550,"Veau, rôti, cru",145,"27,3",0,"3,96",0,0,"2,39","26,2","0,2",7,"1,35",27,372,"2,34","1,3","0,29",0
viandes crues,6560,"Veau, épaule, crue",124,"20,7",0,"4,63",0,0,"1,55",86,"0,15",16,"1,16",24,311,"3,98","0,5","0,26",0
viandes crues,6580,"Veau, pied, cru",184,"19,1",traces,12,0,0,-,-,"0,12",11,"2,9",15,320,-,-,-,0
viandes crues,6583,"Veau, jarret, cru",118,"21,3",0,"3,66",0,0,"1,11",-,"0,21",9,"1,2",-,-,"5,01",-,-,-
viandes crues,6590,"Veau, collier, cru",133,"19,8",traces,"5,92",0,0,"1,99",-,"0,15",-,"1,01",-,-,"4,29",-,-,-
viandes crues,28001,"Porc, épaule, crue",178,"18,9","0,38","11,2",0,0,"4,41","60,5","0,12","10,7","0,65",19,335,"2,59","1,25","0,15","0,7"
viandes crues,28002,"Porc, poitrine, crue",253,17,0,"20,5",0,0,"7,89","81,7","0,14","6,68","0,52","18,8",293,"1,84","0,19","0,1",0
viandes crues,28003,"Porc, longe, crue",175,"20,8","0,75","9,89",0,0,"3,51",64,"0,17","8,99","0,84","21,7",342,"2,67","0,53","0,16","0,6"
viandes crues,28004,"Porc, jarret, cru",187,"19,9",0,12,0,0,"3,94",67,"0,21",12,"0,69",19,329,"2,02","0,5","0,31",0
viandes crues,28100,"Porc, côte, crue",164,"19,8","0,38","9,3",0,0,"3,75","56,4","0,12","7,05","0,66","22,2",350,"2,31","0,6","0,13",0
viandes crues,28102,"Porc, rouelle de jambon, crue",149,"20,2",0,"7,56",0,0,"2,51",58,"0,14",12,"1,13",20,366,"1,93","0,5","0,2",0
viandes crues,28104,"Porc, carré, cru",146,"22,7","0,4","5,94",0,0,"2,4",47,"0,094",-,"0,57",-,379,"1,44",-,-,-
viandes crues,28201,"Porc, filet, maigre, cru",117,"21,2",0,"3,6",0,0,"1,43","63,3","0,18","6,38","0,93","27,1",416,"2,53","0,36","0,16",0
viandes crues,28204,"Porc, filet mignon, cru",123,"21,2","0,4","4,09",0,0,"1,69","33,3","0,11","8,99","0,82","27,6",395,"1,68","0,3","0,22",0
viandes crues,28300,"Porc, rôti, cru",153,"22,3","0,5","6,86",0,0,"2,84","48,2","0,1","6,51","0,5","27,9",349,"1,58","0,7","0,08",0
viandes crues,28302,"Porc, échine, crue",198,18,"0,1",14,0,0,"5,4",66,"0,19",5,1,"19,6",250,"1,76","0,24",-,-
viandes crues,28400,"Porc, travers, cru",237,18,"0,6",18,0,0,"7,16","33,3","0,12","8,49","0,6","19,6",330,"2,1","2,3","0,24",0
viandes crues,28460,"Porc, escalope de jambon, crue",129,"21,5",0,"4,76",0,0,"1,97","53,9","0,12","6,39","0,6",27,392,"1,66","0,3","0,16",0
viandes crues,28470,"Porc, bardière découennée, crue",744,"4,51","0,1","80,6","0,1",0,"28,7",-,"0,1",-,-,-,-,-,-,-,-
viandes crues,28471,"Porc, gorge, découennée, crue",475,"11,6","0,14","47,5","0,14",0,16,-,"0,17",-,-,-,-,-,-,-,-
viandes crues,28472,"Porc, hachage sans jarret, sans bateau, découenné, dégraisssé, désossé, cru",187,"18,9","0,23","12,3","0,23",0,"4,14",-,"0,2",-,-,-,-,-,-,-,-
viandes crues,28473,"Porc, jambon sans jarret, sans bateau, découenné, dégraisssé, désossé, cru",141,"20,9","0,28","6,3","0,28",0,"2,11",-,"0,18",-,-,-,-,-,-,-,-
viandes crues,28474,"Porc, jambonneau arrière, découenné, dégraisssé, désossé, cru",148,"20,2","0,28","7,31","0,28",0,"2,4",-,"0,22",-,-,-,-,-,-,-,-
viandes crues,28475,"Porc, maigre 90/10, cru",212,"18,8","0,24","15,1","0,24",0,"5,46",-,"0,17",-,-,-,-,-,-,-,-
viandes crues,28476,"Porc, maigre 80/20, cru",293,"17,3","0,26","24,7","0,26",0,"9,16",-,"0,17",-,-,-,-,-,-,-,-
viandes crues,28477,"Porc, palette, découennée, dégraisssée, désossée, crue",174,"19,9","0,25","10,4","0,25",0,"3,58",-,"0,2",-,-,-,-,-,-,-,-
viandes crues,28478,"Porc, couenne, crue",256,35,"< 0,1","12,9","< 0,1",0,"4,05",-,"0,36",-,-,-,-,-,-,-,-
viandes crues,28479,"Porc, poitrine cutter, sans mouille, crue",323,"15,9","0,22","28,7","0,22",0,"10,2",-,"0,18",-,-,-,-,-,-,-,-
viandes crues,28480,"Porc, rôti filet avec chaînette, cru",146,"22,3","0,37","6,2","0,37",0,"2,21",-,"0,16",-,-,-,-,-,-,-,-
viandes crues,36002,"Poulet, cuisse, viande et peau, cru",188,18,"2,08","11,9",0,0,"3,25","87,3","0,25","10,2","1,39","19,3",194,"1,52","0,8","0,37","1,1"
viandes crues,36003,"Poulet, viande, crue",113,20,0,"3,73",0,0,"0,85","68,8","0,2",11,"0,77","24,1",257,"1,17","0,15","0,25","2,3"
viandes crues,36007,"Poulet (var. blanc), viande et peau, cru",123,"21,2",0,"4,3",0,0,-,99,"0,2","9,73","0,65","25,1",250,"1,07",-,-,-
viandes crues,36008,"Poulet fermier, viande et peau, cru",135,"21,5","0,2","5,4","0,2",0,"2,3",-,"0,21","10,2","0,78","24,9",267,"1,27",-,-,-
viandes crues,36016,"Poulet, viande et peau, cru",173,"20,2","0,3","10,1","0,2",0,"2,81","76,3","0,16","9,69","1,63","19,8",227,"1,3","0,53","0,32","1,6"
viandes crues,36017,"Poulet, filet, sans peau, cru",108,"23,5","0,45","1,34","0,2",0,"0,39",65,"0,13",8,"0,63","26,5",293,"0,67",0,"0,39",0
viandes crues,36019,"Poulet, haut de cuisse, viande, cru",116,"19,7",0,"4,12",0,0,"1,1",94,"0,24",7,"0,81",23,242,"1,58",0,"0,18",0
viandes crues,36020,"Poulet éviscéré sans abats, cru",210,"18,6",traces,"15,1",0,0,-,-,"0,18",11,"0,9",20,189,-,-,-,"1,6"
viandes crues,36022,"Poulet, pilon, cru",155,"18,4",0,"9,05",0,0,"2,49",88,"0,23","8,5","1,26",19,202,"1,73","0,8","0,35",2
viandes crues,36023,"Poulet, aile, viande et peau, cru",181,"20,4",0,11,0,0,"3,04",114,"0,22",16,"0,54",17,230,"1,1","< 0,25","0,78","< 0,5"
viandes crues,36024,"Poulet, cuisse, viande, cru",114,"19,3",0,"4,05",0,0,"1,03",81,"0,23","10,3","0,99","22,3",229,"1,8",0,"0,2","3,1"
viandes crues,36029,"Poulet, poitrine, viande et peau, cru",157,"21,1",0,"8,08",0,0,"2,32",64,"0,16",11,"0,82",25,220,"0,8","0,95","0,39",1
viandes crues,36300,"Dinde, viande et peau, crue",132,"23,4",0,"4,31",0,0,"1,15",68,"0,25","10,5","0,83",23,227,"1,57","0,3","0,3",0
viandes crues,36301,"Dinde, viande, crue",110,"22,4","0,8","1,88","0,14",0,"0,52","65,5","0,25","10,5","0,82",24,233,"2,22","0,2","0,15",0
viandes crues,36304,"Dinde, escalope, crue",109,"24,1","0,51","1,22","0,32",0,"0,29",57,"0,2","16,4","1,02",28,242,"1,28","0,1","0,06",0
viandes crues,36305,"Dinde, cuisse, viande et peau, crue",150,"19,8",0,"7,85",0,0,"2,24",79,"0,24",14,"1,36","21,5",241,"2,71","0,5","0,11",0
viandes crues,36307,"Dinde, cuisse, viande sans peau, crue",109,"21,3","0,4","2,5","0,1",0,"0,68",79,"0,31",11,"1,04",25,226,"2,59","0,3","0,12",0
viandes crues,36310,"Dinde, aile, crue",192,"20,2",0,"12,3",0,0,"3,28",70,"0,14",14,"1,26",21,240,"1,54",-,-,0
viandes crues,21001,"Mouton, viande, crue",137,"20,6",traces,"6,11",0,0,-,-,"0,22","9,5","2,29","24,6",279,"3,6",-,-,-
viandes crues,21003,"Mouton, épaule, crue",204,"18,3","0,1","14,5",0,0,"7,71",78,"0,23","8,25","2,15",16,301,"3,5","0,4","0,43",1
viandes crues,21004,"Mouton, pied, cru",204,"18,1",traces,"14,6",0,0,-,-,"0,19",10,"1,5",16,295,-,-,-,-
viandes crues,21005,"Mouton, tête, crue",204,"18,1",traces,"14,6",-,0,-,-,"0,19",10,"1,5",16,295,-,-,-,-
viandes crues,21006,"Mouton, gigot, cru",225,18,traces,17,0,0,-,-,"0,2",10,"2,5",23,380,"3,7",-,-,-
viandes crues,21500,"Agneau, côtelette, crue",368,"14,4",0,"34,5",0,0,"16,8",82,"0,17","12,9","1,5",17,218,"3,42","0,4","0,7",1
viandes crues,21502,"Agneau, gigot, cru",128,20,"0,48","5,13",0,0,"1,97","72,7","0,12",10,"1,51","21,9",255,3,"0,4","0,46",1
viandes crues,21504,"Agneau, épaule, crue",204,19,"0,2","14,1",0,0,"6,23","72,5","0,17","12,7","1,5",19,224,"3,68","0,4","0,46",1
viandes crues,21505,"Agneau, épaule, maigre, crue",139,"19,6",0,"6,76",0,0,"2,42",66,"0,18",15,"1,66",24,274,"4,77","0,1","0,22",0
viandes crues,21514,"Agneau, collier, cru",195,18,traces,"13,7",0,0,"5,79",-,"0,2",-,"1,14",-,-,"3,82",-,-,-
viandes crues,21515,"Agneau, selle, crue",236,"17,5",0,"18,4",0,0,"7,95",78,"0,14","12,8","1,16",19,222,"2,11","0,4","0,44",0
viandes crues,21516,"Agneau, côte filet, crue",242,"17,6","2,3",18,0,0,"7,75",-,"0,18",9,"1,15",-,-,"2,08",-,-,-
viandes crues,21517,"Agneau, côte première, crue",276,"16,9",0,"23,1",0,0,10,-,"0,2",8,"1,12",-,-,"1,84",-,-,-
viandes crues,21521,"Agneau, côte ou côtelette, crue (aliment moyen)",295,"16,3","0,77","25,2",0,0,"11,5",,"0,18","9,97","1,25",,,"2,45",,,
viandes crues,14002,"Sanglier, cru",147,"20,7",0,"7,13",0,0,"2,47",63,"0,2","9,65","1,23",21,325,"3,6","0,12","0,1",0
viandes crues,14004,"Lièvre, viande crue",111,"21,6",0,"2,67",0,0,"0,93",60,"0,15","11,6","1,8",26,318,"1,7",0,"0,1",0
viandes crues,14005,"Chevreuil, cru",110,23,0,2,0,0,1,-,"0,053",5,"3,4",-,-,-,-,-,-
viandes crues,14006,"Cerf, cru",113,"23,7",0,"2,04",0,0,"0,88",85,"0,13","5,25","3,79",23,318,"2,09",-,"0,2",0
viandes crues,36401,"Faisan, viande, cru",127,"23,3",0,"3,78",0,0,"1,29","67,4","0,094","14,8","1,22","20,1",261,1,-,-,"5,91"
viandes crues,36403,"Faisan, viande et peau, cru",164,"23,2",0,"7,95",0,0,"3,32",71,"0,09",15,"1,58",20,243,"0,96",-,-,"5,3"
viandes crues,6900,"Cheval, viande, crue",167,"18,8","0,6",10,0,0,"3,64",75,"0,16",10,"3,5",20,291,"4,61","0,3","0,23","0,6"
viandes crues,6901,"Cheval, steak, cru",129,"21,4","0,4","4,6",0,0,"1,44",52,"0,13",6,"3,82",24,360,"2,9",-,-,1
viandes crues,6903,"Cheval, tende de tranche, crue",106,"22,7",traces,"1,68",0,0,"0,48",-,-,-,"3,06",-,-,"2,32",-,-,-
viandes crues,6904,"Cheval, faux-filet, cru",121,"22,2",traces,"3,58",0,0,"1,17",-,-,-,"2,55",-,-,"1,91",-,-,-
viandes crues,6905,"Cheval, entrecôte, crue",118,"22,1",traces,"3,34",0,0,"1,08",-,-,-,"2,84",-,-,"2,51",-,-,-
viandes crues,21800,"Chevreau, cru",103,"20,6",0,"2,31",0,0,"0,71",57,"0,21",13,"2,83",-,385,4,-,-,0
viandes crues,34001,"Lapin, viande crue",189,"20,4","0,66","11,6",0,0,"4,74","58,5","0,14","10,3","1,11","23,5",357,"1,64",0,"0,4",3
viandes crues,34003,"Lapin de garenne, viande, crue",108,"21,8",0,"2,32",0,0,"0,69",81,"0,13",12,"3,2",29,378,-,-,-,0
viandes crues,36000,"Poule, viande et peau, crue",215,"17,8","0,4","15,8",0,0,"4,38",72,"0,18","32,7","1,25","18,7",196,"1,27",-,"0,32",0
viandes crues,36001,"Poule, viande ,crue",124,"20,9",0,"4,51",0,0,"1,12",64,"0,16","8,5","0,95","23,5",249,"1,38","0,2","0,17","3,3"
viandes crues,36014,"Poule, cuisse, crue",131,"19,6",0,"5,92",0,0,"1,51",83,"0,27","9,5","0,99","21,5",234,"2,07",0,"0,21","4,6"
viandes crues,36050,"Chapon, viande et peau, cru",183,"21,8",0,"10,6",0,0,"1,5",75,"0,56",11,"1,09",21,217,"1,17",-,"0,32","1,7"
viandes crues,36100,"Caille, viande et peau, crue",136,"21,5",0,"5,55",0,0,"0,6",76,"0,13",14,"3,97",23,216,"2,42","0,5","0,05","6,1"
