alim_code,alim_ssgrp_nom_fr,source AJOUT,alim_nom_fr,Energie (kcal/100g),Protéines (g/100g),Glucides (g/100g),Lipides (g/100g),Sucres (g/100g),Fibres alimentaires (g/100g),AG saturés (g/100g),Cholestérol (mg/100g),Sel chlorure de sodium (g/100g),Calcium (mg/100g),Fer (mg/100g),Magnésium (mg/100g),Potassium (mg/100g),Zinc (mg/100g),Vitamine D (µg/100g),Vitamine E (mg/100g),Vitamine C (mg/100g)
7259,pains et viennoiseries,,Pain hamburger / hot dog (bun),293,"9,07","49,7","5,35","5,88","3,3","0,88",traces,"1,14",89,"0,85",27,140,"0,84",-,"0,22","< 0,5"
7260,pains et viennoiseries,,Pain blanc maison,256,"7,81","52,1","0,9",-,"2,6","0,17","< 0,7","1,45",21,"0,85",20,130,"0,62",-,"0,18","0,6"
7261,pains et viennoiseries,,Pain de campagne maison,240,"7,98","46,7","0,9",-,"5,1","0,18","< 0,7","1,34",20,"1,3",34,210,"1,1",-,"0,26","1,33"
7262,pains et viennoiseries,,"Pain hamburger/hot dog, complet",285,"8,89","46,3","5,75","5,38","4,75","0,55",-,"1,11",-,-,-,-,-,-,-,-
7813,pains et viennoiseries,,Tortilla souple à base de maïs,309,"8,2","51,2","7,3",1,3,"1,4",-,"1,25",-,-,-,-,-,-,-,-
7815,pains et viennoiseries,,Tortilla souple à base de blé,327,"8,34","52,1","8,2","1,55","3,85","3,85","0,79","1,25",45,"0,76",19,150,"0,57",-,"< 0,08",-
23805,pains et viennoiseries,,Blini,260,"5,98","32,7","11,2","3,14","2,35","3,19","24,7","1,32","38,9","0,6","14,2",137,"0,45","< 0,5","2,4",0
7004,pains et viennoiseries,,"Pain grillé, domestique",338,"9,56","69,4","1,16","3,1","4,2","0,57",-,"2,12","78,3","1,16","29,1",222,"0,63","< 0,5","0,28","< 0,5"
7300,pains et viennoiseries,,Biscotte classique,417,"9,24","77,1","6,53","6,55","4,86","2,85",0,"1,5","23,4","1,37","43,2",250,"0,79","0,35","0,77",0
7301,pains et viennoiseries,,Biscotte briochée,417,"10,9",69,"9,28","9,01","4,85","6,17",-,"0,99",-,-,-,-,-,-,-,-
7310,pains et viennoiseries,,Biscotte sans sel ajouté,402,"10,4","73,3","5,88","5,67","5,16","2,63","0,02","0,046","23,5","1,3","22,5",161,7,-,"4,7",0
7330,pains et viennoiseries,,Biscotte multicéréale,398,"11,8","66,7","7,22","5,4","7,08","2,51",0,"1,51","39,5","2,3",57,233,"1,5",0,"0,66",0
7340,pains et viennoiseries,,Biscotte complète riche en fibres,393,"11,7",67,"6,17","4,32","8,84","2,61",traces,"1,25","40,6","3,1",115,350,"1,9",-,"0,68",-
7351,pains et viennoiseries,,Crackers de table au froment,450,"7,75",75,12,"0,4","4,1","4,5",-,"1,5",-,-,-,-,-,-,-,-
7352,pains et viennoiseries,,Galette de riz soufflé complet,385,"7,32","80,5",3,"0,73","2,9","0,54",-,"0,18",12,"1,1",160,300,"1,8",-,"1,01",-
7353,pains et viennoiseries,,Galettes multicéréales soufflées,394,"8,43","82,4","2,5","0,98",3,"0,33",-,"0,23",-,-,-,-,-,-,-,-
7400,pains et viennoiseries,,"Pain grillé, tranches, au froment",403,"9,76",74,"6,16","5,28","4,34","2,49",traces,"1,56","29,3","1,9","33,8",175,-,-,-,-
7403,pains et viennoiseries,,"Pain grillé brioché, tranché",419,"10,6","70,8","9,19",11,"3,58","4,18",-,"1,03",-,-,-,-,-,-,-,-
7407,pains et viennoiseries,,Pain grillé suédois au froment,402,"8,89","68,5","8,25","6,2","7,3","1,64",-,"1,06","42,2",1,"23,4",163,< 1,-,"0,86",-
7409,pains et viennoiseries,,Pain grillé suédois aux graines de lin,396,"10,3",63,9,"4,67",9,"1,17",-,"1,57",-,-,-,-,-,-,-,-
7410,pains et viennoiseries,,Tartine craquante,379,"9,97","73,7","3,57","6,36","4,37","0,96",-,"1,43","42,3",1,"29,8",254,< 1,-,"0,35",0
7420,pains et viennoiseries,,Pain grillé suédois au blé complet,398,"10,5","66,4",8,2,7,3,-,"1,53","26,8","1,6","60,9",284,"1,4",-,"0,68",-
7421,pains et viennoiseries,,Pain grillé suédois aux fruits,401,"7,98","70,8",8,13,"5,25",3,-,"0,86",-,-,-,-,-,-,-,-
7425,pains et viennoiseries,,"Pain grillé, tranches, multicéréale",412,"11,1","68,6","8,53","3,68","5,95","1,69",0,"1,09",30,9,66,300,"1,5",0,"1,5",0
7430,pains et viennoiseries,,Croûtons,522,"9,02","52,9","29,4","3,69","3,08","5,36",-,"2,08",-,-,-,-,"0,71",-,-,-
7431,pains et viennoiseries,,Croûtons à tartiner,374,"12,3",70,"2,85","7,5",7,"1,45",-,"1,3",-,-,-,-,-,-,-,-
7432,pains et viennoiseries,,"Croûtons nature, préemballés",495,"8,38","59,1","24,1",4,"2,6","4,3",-,"1,7",27,"1,5",24,190,"0,67","< 0,25","7,86",-
7500,pains et viennoiseries,,Chapelure,374,"11,6",70,"3,77","6,9","4,5","0,94",0,"1,82","72,8","1,8","55,5",270,"1,5",0,"0,2",-
7525,pains et viennoiseries,,Gressins,433,"12,7","65,3","11,8","2,06","5,16","2,78",-,"1,8",48,"1,2","66,3",213,"1,4",-,3,7
7526,pains et viennoiseries,https://informationsnutritionnelles.fr/,Brioche,375,"9,6","47,4","15,8","47,4","2,55","8,51",x,"0,53","164,0","1,17","22,2","185,0","0,681","0,2","0,74",-
38500,pains et viennoiseries,,Croûton à l'ail aux fines herbes ou aux oignons,492,"8,81","58,9","24,1","11,8",2,"2,24",-,"2,44",31,"1,1",27,200,"0,67","< 0,25","10,1",-
9313,céréales de petit-déjeuner et biscuits,,"Flocons d'avoine, bouillis","75,3","2,49","11,9","1,52","0,27","1,7","0,31",0,"0,01",9,"0,9",27,70,1,0,"0,08",0
32000,céréales de petit-déjeuner et biscuits,,"Grains de blé soufflés au miel ou caramel, enrichis en vitamines et minéraux",384,"7,95","80,4","2,31","38,1","4,83","0,73",0,"0,064",276,"7,15","32,6",192,"0,84","4,2","10,7",-
32001,céréales de petit-déjeuner et biscuits,,"Céréales pour petit déjeuner chocolatées, non fourrées, enrichies en vitamines et minéraux",392,"7,41","78,3","4,28","33,1","5,24","1,96",0,"0,52",340,"8,23","30,6",402,"0,7","1,7","0,11","59,6"
32002,céréales de petit-déjeuner et biscuits,,"Céréales pour petit déjeuner riches en fibres, avec ou sans fruits, enrichies en vitamines et minéraux",360,"11,5","59,3","4,42","22,1","18,3","1,91",0,"1,27","37,5","8,21",146,500,4,"2,8",10,"45,5"
32003,céréales de petit-déjeuner et biscuits,,Céréales pour petit déjeuner,399,"7,99","76,3","5,82","26,3","4,83","2,37","0,78","0,82",231,"7,03","53,1",304,"1,36","1,2","5,25","39,5"
32004,céréales de petit-déjeuner et biscuits,,Muesli (aliment moyen),424,"7,4","67,9","12,3","25,8","6,03","5,18","1,81","0,78","75,8","5,58","78,9",419,"2,05","0,16","1,77","4,23"
32005,céréales de petit-déjeuner et biscuits,,"Pétales de maïs natures, enrichis en vitamines et minéraux",377,"7,4","83,2","0,87","9,53","3,48","0,28",0,"1,64",124,"7,21","21,7",131,"0,36","4,2","0,14",0
32006,céréales de petit-déjeuner et biscuits,,"Riz soufflé nature, enrichi en vitamines et minéraux",391,"6,66",87,"1,5",8,1,"0,3",-,"1,15","9,5",8,"25,3",170,7,"< 0,5","0,16",-
32008,céréales de petit-déjeuner et biscuits,,"Céréales pour petit déjeuner riches en fibres, au chocolat, enrichies en vitamines et minéraux",386,"10,7",64,"6,75","19,3","11,5","3,5",-,"0,78",-,"6,6",-,-,-,"2,8",-,-
32009,céréales de petit-déjeuner et biscuits,,"Pétales de blé chocolatés, enrichis en vitamines et minéraux",388,"9,04","77,7","3,24","29,9","6,01","1,49",0,"0,56",228,"7,24",55,506,1,"1,7",10,68
32011,céréales de petit-déjeuner et biscuits,,Pétales de blé chocolatés (non enrichis en vitamines et minéraux),388,"8,48","80,1","2,64","30,3","4,93","1,4","1,02","0,64",25,"5,6",80,450,"1,4","< 0,25","0,56","< 0,5"
32012,céréales de petit-déjeuner et biscuits,,Riz soufflé chocolaté (non enrichi en vitamines et minéraux),388,"6,01","84,2","2,2","32,5","3,06","0,91","1,41","0,94",26,"3,3",61,370,"1,2","< 0,25","0,36","< 0,5"
32013,céréales de petit-déjeuner et biscuits,,"Céréales chocolatées pour petit déjeuner, non fourrées, (non enrichies en vitamines et minéraux)",386,"7,73","79,6","2,93","31,2","5,24","1,21",-,"0,41",-,7,-,-,-,-,-,68
32014,céréales de petit-déjeuner et biscuits,,Pétales de maïs natures (non enrichis en vitamines et minéraux),380,"8,14","82,8","1,05","5,43","3,36","0,3",-,"2,15",-,-,-,-,-,-,-,-
32016,céréales de petit-déjeuner et biscuits,,"Céréales pour petit déjeuner fourrées au chocolat ou chocolat-noisettes, enrichies en vitamines et minéraux",442,"7,44","68,5","14,2","31,5","5,1","4,75",3,"0,71",242,"7,19","57,7",344,"1,4","1,7","9,64","57,5"
32017,céréales de petit-déjeuner et biscuits,,Céréales pour petit déjeuner fourrées au chocolat ou chocolat-noisettes,442,"7,33","67,2","14,8","34,3","5,3","3,03",-,"0,46",-,"8,07",-,-,-,-,"9,4",-
32018,céréales de petit-déjeuner et biscuits,,"Céréales pour petit déjeuner fourrées, fourrage autre que chocolat, enrichies en vitamines et minéraux",419,"8,42","64,7","13,3","31,2","3,32","5,52",1,"0,77",266,7,20,270,"1,4",traces,10,0
32021,céréales de petit-déjeuner et biscuits,,"Céréales pour petit déjeuner ""équilibre"" nature ou au miel, enrichies en vitamines et minéraux",382,"11,4","78,6","1,65","17,2","3,36","0,54",0,"1,25",530,"10,6","47,5",223,"1,5",traces,11,"88,9"
32022,céréales de petit-déjeuner et biscuits,,"Céréales pour petit déjeuner ""équilibre"" au chocolat, enrichies en vitamines et minéraux",404,"9,99","75,1","6,14","24,6","4,19","3,53",traces,"0,96",361,"7,75",60,235,"1,5",traces,"10,8","69,6"
32023,céréales de petit-déjeuner et biscuits,,"Céréales pour petit déjeuner ""équilibre"" aux fruits, enrichies en vitamines et minéraux",378,"10,5","77,9","1,74","20,6","4,4","0,57",traces,"1,06",354,"10,6","58,3",237,"1,5",traces,"10,1","77,4"
32025,céréales de petit-déjeuner et biscuits,,"Céréales pour petit déjeuner ""équilibre"" aux fruits secs (à coque), enrichis en vitamines et minéraux",394,"8,91","75,5","4,93","23,7","4,33","0,83",-,1,405,"10,2",-,-,-,-,-,"75,8"
32028,céréales de petit-déjeuner et biscuits,,"Céréales pour petit déjeuner ""équilibre"" au chocolat (non enrichies en vitamines et minéraux)",411,"10,3","74,6","7,01","22,9","4,06","4,07","2,35","1,03",24,6,45,250,"1,3","0,49","0,57","40,8"
32029,céréales de petit-déjeuner et biscuits,,"Céréales pour petit déjeuner ""équilibre"" aux fruits (non enrichies en vitamines et minéraux)",378,"10,5","78,7","1,4",19,"4,32","0,32","1,38","1,24",30,"7,3",63,380,"1,5","< 0,25","0,91",74
32030,céréales de petit-déjeuner et biscuits,,"Céréales pour petit déjeuner ""équilibre"" nature (non enrichies en vitamines et minéraux)",379,"11,3",79,"1,25","15,4","3,45","0,39",-,"1,18",-,7,-,-,-,-,12,-
32031,céréales de petit-déjeuner et biscuits,,"Céréales pour petit déjeuner, enrichies en vitamines et minéraux",405,"7,86",76,"6,77","25,7","4,42","2,77","0,88","0,96",258,"7,31","50,4",263,"1,42","1,33","7,17","42,9"
32032,céréales de petit-déjeuner et biscuits,,"Céréales pour petit déjeuner, non enrichies en vitamines et minéraux",389,"8,2","79,1","3,32","28,5","4,83","1,51","1,14","0,67","43,9","5,82",75,416,"1,37","0,14","1,42","21,3"
32107,céréales de petit-déjeuner et biscuits,,Pétales de maïs glacés au sucre (non enrichis en vitamines et minéraux),379,"4,4",88,"0,6","29,6","1,9","0,1",-,"1,14",-,-,-,-,-,-,-,-
32108,céréales de petit-déjeuner et biscuits,,"Muesli croustillant aux fruits et/ou fruits secs, graines (non enrichi en vitamines et minéraux)",436,"8,88","59,7","16,7","21,7","8,68","6,61","0,9","0,34",340,"6,07",102,390,"1,8","< 0,25","2,33","66,7"
32109,céréales de petit-déjeuner et biscuits,,Muesli croustillant au chocolat (non enrichi en vitamines et minéraux),442,"8,57","63,2","16,7","22,7","7,42","7,74","2,41","0,35",31,"2,6",106,340,"1,5","< 0,25","2,42","< 0,5"
32110,céréales de petit-déjeuner et biscuits,,"Muesli floconneux aux fruits ou fruits secs, enrichi en vitamines et minéraux",375,9,"69,6",5,24,8,"0,9",0,"0,75",53,"5,3",88,493,"2,96",0,"0,75",0
32111,céréales de petit-déjeuner et biscuits,,"Muesli croustillant aux fruits ou fruits secs, enrichi en vitamines et minéraux",460,"5,67","68,4","17,3",30,"3,83","8,33","2,93",1,"57,3","5,77","71,8",382,"1,6","< 0,5","2,15",traces
32112,céréales de petit-déjeuner et biscuits,,"Muesli croustillant au chocolat, avec ou sans fruits, enrichi en vitamines et minéraux",462,"7,8","63,4","18,3","26,1","5,93",9,"10,7","0,79",321,"7,27","79,4",292,"1,7","< 0,5","1,93",64
32113,céréales de petit-déjeuner et biscuits,,"Muesli floconneux aux fruits ou fruits secs, sans sucres ajoutés",400,"10,7","61,6",11,"18,6","5,7",1,0,"0,25",143,"3,2","74,5",460,"1,86","< 0,5","4,6","< 0,5"
32115,céréales de petit-déjeuner et biscuits,,"Grains de blé soufflés chocolatés, enrichis en vitamines et minéraux",385,"8,94","75,1","4,01","44,3","6,43","2,54",traces,"0,25",267,"7,45",80,400,2,traces,2,0
32116,céréales de petit-déjeuner et biscuits,,"Céréales pour petit déjeuner très riches en fibres, enrichies en vitamines et minéraux",338,14,49,"3,5",18,27,"0,7",-,"0,58",60,"8,8",220,820,6,-,-,-
32121,céréales de petit-déjeuner et biscuits,,"Pétales de maïs glacés au sucre, enrichis en vitamines et minéraux",374,"5,77","84,7","0,63",30,"3,02","0,18",0,"1,27",371,"7,18",10,70,"2,43","4,2",12,-
32123,céréales de petit-déjeuner et biscuits,,"Pétales de blé avec noix, noisettes ou amandes, enrichis en vitamines et minéraux",386,"10,3","67,9","6,3","20,9","8,07","0,83",0,"1,5",154,"10,4",103,400,"1,9",traces,"3,1",51
32128,céréales de petit-déjeuner et biscuits,,Muesli floconneux ou de type traditionnel,382,"10,6","68,5","4,83","11,9","11,4","0,83",-,"0,15",-,-,-,-,-,-,-,-
32129,céréales de petit-déjeuner et biscuits,,Boules de maïs soufflées au miel (non enrichies en vitamines et minéraux),393,"5,71","86,2","2,35","30,9","2,3","0,6","0,89","0,71",86,7,21,110,"0,48","< 0,25","0,45","< 0,5"
32130,céréales de petit-déjeuner et biscuits,,Blé khorasan complet soufflé,378,"6,68","80,5","1,96",-,"4,4","0,52",-,"0,027",-,-,-,-,-,-,-,-
32131,céréales de petit-déjeuner et biscuits,,"Riz soufflé chocolaté, enrichi en vitamines et minéraux",390,"6,22","83,2","2,82","29,7","3,19","1,5",0,"0,75",456,"7,35","53,1",323,"0,9","< 0,5","0,12",traces
32133,céréales de petit-déjeuner et biscuits,,"Boules de maïs soufflées au miel, enrichies en vitamines et minéraux",388,"6,32","86,2","1,46","26,6","2,4","0,29",0,"0,89",291,"7,18",10,70,"0,4","1,7",10,68
32134,céréales de petit-déjeuner et biscuits,,"Céréales complètes soufflées, enrichies en vitamines et minéraux",385,"7,42","76,8","3,85",32,"5,65","0,85",-,"0,95",362,"9,95",-,-,-,"1,7",-,51
32135,céréales de petit-déjeuner et biscuits,,"Multi-céréales soufflées ou extrudées, enrichies en vitamines et minéraux",392,9,"77,9","4,1","32,7","3,49","2,06",0,"0,75",252,"9,43",60,230,1,traces,"0,5",51
32138,céréales de petit-déjeuner et biscuits,,Muesli floconneux aux fruits ou fruits secs (non enrichi en vitamines et minéraux),372,"9,4","65,5","6,29","17,8","8,15","2,13",-,"0,26",-,-,-,-,-,-,-,-
32139,céréales de petit-déjeuner et biscuits,,Muesli enrichi en vitamines et minéraux,431,"6,82","68,8","13,1","27,9","5,28","5,76","1,92","0,91","55,8","5,6","77,4",420,"2,07","0,16","1,66",0
32140,céréales de petit-déjeuner et biscuits,,Flocon d'avoine précuit,370,11,58,"7,7","1,84","10,6","1,36",0,"0,011",50,"3,8",104,325,"2,6",-,"1,5",0
32141,céréales de petit-déjeuner et biscuits,,Muesli non enrichi en vitamines et minéraux,403,"9,15","62,7","11,3","19,7","8,41","4,3",,"0,3",,,,,,,,
4090,farines et pâtes à tarte,,Fécule de pomme de terre,348,0,"86,3","0,2",-,"0,55","0,039",0,"0,0094","27,5","0,84",6,"33,5","0,16",0,0,0
4091,farines et pâtes à tarte,https://www.lanutrition.fr/tapioca,Farine de tapioca,369,"0,1","94,3","0,1",-,"0,2",-,-,-,-,-,-,-,-,-,-,-
9311,farines et pâtes à tarte,,Flocon d'avoine,367,"13,3","57,9","6,51","0,97","10,2","1,13",0,"0,014","84,3","4,05",148,377,"3,33",0,"0,59",0
9410,farines et pâtes à tarte,,Farine de blé T110,343,"9,61","68,6","1,5","1,6","6,8","0,27",0,"< 0,13",27,"2,2",73,280,"1,9","< 0,25","0,79","< 0,5"
9415,farines et pâtes à tarte,,Farine de blé T150,338,"11,4","62,5","1,52","1,77","12,5","0,22",-,"0,035","31,9","2,7","85,1",407,"2,5",-,"1,04","< 0,5"
9435,farines et pâtes à tarte,,Farine de blé T65,345,"12,6","68,7","0,85","1,68","3,9",-,-,"0,03","25,3","1,31","30,4",176,"0,8",-,"0,5",-
9436,farines et pâtes à tarte,,Farine de blé T55 (pains),350,"9,03","73,7",1,"1,5","3,2","0,19",0,"< 0,13",23,1,27,180,"0,81","< 0,25","0,4","< 0,5"
9437,farines et pâtes à tarte,,Farine de blé + levure,350,"9,12",74,1,"2,5","2,5","0,5",-,-,-,-,-,-,-,-,-,-
9440,farines et pâtes à tarte,,Farine de blé T45 (pâtisserie),356,"9,06","75,9","0,82","4,5","2,5","0,13",0,"0,098","17,4","1,18",25,155,"0,76",0,"0,43",0
9445,farines et pâtes à tarte,,Farine de blé T80,355,"9,95","73,2","1,18","1,77","4,2","0,17",-,-,"25,4","1,5","45,6",206,"1,3",-,"0,79","< 0,5"
9480,farines et pâtes à tarte,,Farine d'épeautre,352,"11,4",64,3,"1,3","9,3","0,5",-,"< 0,13",31,3,92,360,"2,8","< 0,25",-,"< 0,5"
9510,farines et pâtes à tarte,,Amidon ou fécule de maïs,362,"0,43","89,2","0,25",0,"0,8","0,009",0,"0,019",6,"0,38","3,5",4,"0,28",0,0,0
9511,farines et pâtes à tarte,https://www.greenweez.com/celnat-arrow-root-250g-p68374?gclid=CjwKCAjwqcKFBhAhEiwAfEr7zYJK5WkDv5yNiFqY2uruUJscVNusD3bakFF1dyoI5A14Ma_66LbQshoCDt8QAvD_BwE&gclsrc=aw.ds,Arrow-root,359,"0,3",88,0,0,3,0,-,-,-,-,-,-,-,-,-,-
9520,farines et pâtes à tarte,,Farine de riz,357,"7,62","73,9","2,5","0,9","3,3","0,46",0,"< 0,13","9,5","0,79",110,270,"1,4","< 0,25","0,66","< 0,5"
9530,farines et pâtes à tarte,,Farine de seigle T170,315,"15,9","44,8","2,22","2,31","23,8","0,27",0,"0,005",37,"4,97",160,717,"5,04",0,"2,73",0
9532,farines et pâtes à tarte,,Farine de seigle T85,344,"8,12","70,7","1,37","0,93","7,15","0,15",0,"0,0051","15,5",1,29,214,"1,11",0,"0,56",0
9533,farines et pâtes à tarte,,Farine de seigle T130,344,"7,24","70,9","1,12","1,59","9,5","0,22",0,"0,0091","23,8","1,8","64,6",356,"1,9",0,"1,01","< 0,5"
9540,farines et pâtes à tarte,,Farine de sarrasin,348,"11,5","68,4","2,19","0,03","4,2","0,33",0,"0,042","23,8","2,5",157,389,"2,3",0,"0,32","< 0,5"
9545,farines et pâtes à tarte,,Farine de maïs,361,"6,23","78,1","2,1","0,64","2,55","0,27",0,"0,0025",4,"1,01","32,5",105,"0,44",0,"0,63",0
9550,farines et pâtes à tarte,,Farine d'orge,339,"9,91","64,5","2,3","0,8","8,85","0,43",0,"0,0081","27,5","3,59","92,5",335,"2,4",0,"0,41",0
9555,farines et pâtes à tarte,,Farine de millet,350,"10,2","63,2","4,1","0,5","9,7","0,76",-,"< 0,13",12,"3,8",140,280,"3,1","< 0,25","0,11","< 0,5"
9580,farines et pâtes à tarte,,Farine de pois chiche,359,"22,4",47,"6,69","10,9","10,8","0,69",0,"0,16",45,"4,86",166,846,"2,81",0,"0,83",0
20900,farines et pâtes à tarte,,Farine de soja,460,"35,8","22,9","21,4","7,5",10,"3,04",0,"0,019",178,"5,19",335,2230,"4,46",0,"11,5",0
96781,farines et pâtes à tarte,,Amidon de riz,343,"0,6",85,0,-,traces,-,-,-,-,-,-,-,-,0,0,-
23402,farines et pâtes à tarte,,"Pâte à pizza fine, crue",279,"7,71","44,6","7,01","2,21","1,87","1,52",-,"1,89",-,-,-,-,-,-,-,-
23403,farines et pâtes à tarte,,Préparation pour pâte à pizza,381,"9,03","69,1","6,5",2,"3,3",-,-,"2,08",15,"1,5",23,160,-,-,-,-
23410,farines et pâtes à tarte,,"Pâte brisée, crue",377,"5,35","43,6","19,5","3,77","1,8","8,96",-,"1,06",-,-,-,-,-,-,-,-
23412,farines et pâtes à tarte,,"Pâte brisée, MG végétale, cuite",505,"7,47","58,3","26,4",-,"0,9","3,93","0,5","1,73","16,5",< 1,"12,8",116,< 1,"< 0,2","2,3",0
23414,farines et pâtes à tarte,,"Pâte brisée, pur beurre",384,"5,77","44,9","19,5","3,23","1,88","13,1",-,"1,49",-,-,-,-,-,-,-,-
23415,farines et pâtes à tarte,,"Pâte brisée, pur beurre, surgelée",387,"5,65","43,3","20,7","7,55","1,6","11,5",-,"0,83",-,-,-,-,-,-,-,-
23420,farines et pâtes à tarte,,"Pâte feuilletée, MG végétale",377,"5,41","41,4","20,4","2,31","1,87","7,57",15,"1,15",84,"1,3",-,94,"0,5","1,76","1,95",0
23421,farines et pâtes à tarte,,"Pâte feuilletée, surgelée",400,"3,28","33,3","27,4","1,7","3,05","13,3",-,"1,12",-,-,-,-,-,-,-,-
23422,farines et pâtes à tarte,,"Pâte feuilletée, cuite",531,"7,19","54,1",31,"0,3","1,8","16,9","4,7","1,57","18,6","0,6","11,9","90,1","0,3",-,4,"< 0,5"
23424,farines et pâtes à tarte,,Pâte feuilletée pur beurre,368,"5,6","39,7","20,1","3,03","2,32","14,1",-,"1,37",-,-,-,-,-,-,-,-
23425,farines et pâtes à tarte,,"Pâte feuilletée pur beurre, surgelée crue",398,"4,99","35,3","25,8","1,33","1,4","17,7",-,"0,86",-,-,-,-,-,-,-,-
23426,farines et pâtes à tarte,,"Pâte feuilletée pur beurre, cuite",520,"5,95","53,5","30,8","1,05","1,2","21,1",-,"1,11",-,-,-,-,-,-,-,-
23430,farines et pâtes à tarte,,"Feuille de brick, cuite à sec",378,"6,16","82,4","1,76",-,3,"0,28",-,-,110,"1,1","23,7",175,"3,18",-,"< 0,1",-
23440,farines et pâtes à tarte,,"Pâte sablée, crue",404,"5,3",51,"19,6",13,"1,2","9,94",-,"0,25",-,-,-,-,-,-,-,-
23442,farines et pâtes à tarte,,"Pâte sablée, cuite",505,"5,7","64,4","24,6","22,9","1,5","11,8","1,37","0,27",11,"0,27","7,3",66,"0,23","< 0,25","1,63","< 0,5"
23444,farines et pâtes à tarte,,Pâte sablée pur beurre,383,"5,95","53,6","15,8","13,4","1,65","10,1",-,"0,029",-,-,-,-,-,-,-,-
23445,farines et pâtes à tarte,,Pâte phyllo ou Pâte filo,289,"7,1","50,8",6,"0,18","1,9","1,47",0,"1,21",11,"3,21",15,74,"0,49",0,"0,08",0
23446,farines et pâtes à tarte,,"Pâte sablée pur beurre, surgelée",423,"4,9","60,9","17,5","21,3","1,2",12,-,"0,17",-,-,-,-,-,-,-,-
23448,farines et pâtes à tarte,,"Pâte sablée pur beurre, cuite",469,"6,2",63,"20,9","20,1","1,9","13,7","91,5","0,47",20,"0,68",18,100,"0,52","< 0,25","0,38","< 0,5"
37001,farines et pâtes à tarte,,Pâte à pizza crue,240,"7,05","44,2","3,45","1,4","2,2","0,25",-,"1,31",-,-,-,-,-,-,-,-
51550,farines et pâtes à tarte,,Khatfa feuille de bricke,283,7,59,"1,5",2,"2,5","0,1",-,"3,25",-,-,-,-,-,-,-,-
96778,farines et pâtes à tarte,,Pâte à pizza cuite,324,"7,75","55,3","7,1","3,3","2,5","1,74","< 0,7","1,7",22,"0,6",16,150,"0,59",-,"1,25","< 0,5"
8331,viandes diverses,,"Foie gras, canard, bloc",488,"6,88","2,19","50,1","1,41",0,"21,6",,"1,29",,"2,1",,,,,,
6584,viandes diverses,,"Viande blanche, cuite",175,"27,5","0,76","6,84","0,03","0,00099","2,53","88,1","0,15","12,4","0,99",29,339,"2,03","0,27","0,26","0,43"
